CMI,CMI6451,เชียงใหม่,สันทราย,ป่าไผ่,18.90298,99.03172,3,,, Active , Active , Active ,
CMI,CMI6453,เชียงใหม่,สันทราย,หนองหาร,18.88943,99.00382,3,,, Active , Active , Active ,
CMI,CMI6454,เชียงใหม่,แม่ริม,เหมืองแก้ว,18.88655,98.9775,2,,, Active , Active ,,
CMI,CMI6456,เชียงใหม่,แม่ริม,ริมใต้,18.91714,98.96822,3,,, Active , Active , Active ,
CMI,CMI6457,เชียงใหม่,สันทราย,ป่าไผ่,18.88117,99.06979,3,,, Active , Active , Active ,
CMI,CMI6459,เชียงใหม่,สันทราย,แม่แฝกใหม่,18.97463,98.98159,2,,, Active , Active ,,
CMI,CMI6460,เชียงใหม่,แม่แตง,ช่อแล,19.13238,99.01132,2,,, Active , Active ,,
CMI,CMI6461,เชียงใหม่,แม่แตง,อินทขิล,19.14409,98.98442,3,,, Active , Active , Active ,
CMI,CMI6462,เชียงใหม่,ฝาง,โป่งน้ำร้อน,19.91856,99.19187,3,,, Active , Active , Active ,
CMI,CMI6464,เชียงใหม่,หางดง,หางดง,18.66991,98.91722,3,,, Active , Active , Active ,
CMI,CMI6465,เชียงใหม่,สันป่าตอง,ยุหว่า,18.62512,98.87386,3,,, Active , Active , Active ,
CMI,CMI6467,เชียงใหม่,สันป่าตอง,บ้านกลาง,18.5486,98.88375,2,,, Active , Active ,,
CMI,CMI6470,เชียงใหม่,สันป่าตอง,มะขุนหวาน,18.57643,98.90538,2,,, Active , Active ,,
CMI,CMI6473,เชียงใหม่,แม่แจ่ม,ท่าผา,18.48251,98.36467,3,,, Active , Active , Active ,
CMI,CMI6474,เชียงใหม่,ฮอด,หางดง,18.17567,98.6116,2,,, Active , Active ,,
CMI,CMI6475,เชียงใหม่,ดอยเต่า,ท่าเดื่อ,17.94779,98.69608,2,,, Active , Active ,,
CMI,CMI6476,เชียงใหม่,สันป่าตอง,บ้านแม,18.64448,98.83654,2,,, Active , Active ,,
CMI,CMI6477,เชียงใหม่,สารภี,ชมภู,18.6833,99.06147,3,,, Active , Active , Active ,
CMI,CMI6479,เชียงใหม่,สารภี,ยางเนิ้ง,18.70237,99.04069,3,,, Active , Active , Active ,
CMI,CMI6480,เชียงใหม่,สารภี,หนองแฝก,18.70649,99.02045,3,,, Active , Active , Active ,
CMI,CMI6481,เชียงใหม่,สันกำแพง,แช่ช้าง,18.71923,99.13998,2,,, Active , Active ,,
CMI,CMI6482,เชียงใหม่,สันกำแพง,ต้นเปา,18.75133,99.08803,3,,, Active , Active , Active ,
CMI,CMI6483,เชียงใหม่,ดอยสะเก็ด,สำราญราษฎร์,18.80493,99.09202,3,,, Active , Active , Active ,
CMI,CMI6484,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.83745,98.97739,3,,, Active , Active , Active ,
CMI,CMI6487,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.84173,98.98406,3,,, Active , Active , Active ,
CMI,CMI6488,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.83676,98.97092,3,,, Active , Active , Active ,
CMI,CMI6489,เชียงใหม่,แม่ริม,ดอนแก้ว,18.83724,98.96118,3,,, Active , Active , Active ,
CMI,CMI6490,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,18.81369,98.93732,2,,, Active , Active ,,
CMI,CMI6491,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,18.79173,98.93208,3,,, Active , Active , Active ,
CMI,CMI6492,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.80232,98.90428,2,,, Active , Active ,,
CMI,CMI6495,เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,18.75495,98.92364,3,,, Active , Active , Active ,
CMI,CMI6496,เชียงใหม่,สารภี,ไชยสถาน,18.73108,99.041,3,,, Active , Active , Active ,
CMI,CMI6497,เชียงใหม่,สันกำแพง,ต้นเปา,18.77827,99.08566,3,,, Active , Active , Active ,
CMI,CMI6498,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.82144,98.96917,3,,, Active , Active , Active ,
CMI,CMI6499,เชียงใหม่,เมืองเชียงใหม่,ช้างม่อย,18.79941,98.99433,3,,, Active , Active , Active ,
CMI,CMI6501,เชียงใหม่,สันกำแพง,ร้องวัวแดง,18.74395,99.2072,1,, Active ,,,,
CMI,CMI6502,เชียงใหม่,จอมทอง,ข่วงเปา,18.42384,98.68152,1,, Active ,,,,
CMI,CMI6503,เชียงใหม่,เชียงดาว,เชียงดาว,19.36675,98.96583,1,, Active ,,,,
CMI,CMI6504,เชียงใหม่,ไชยปราการ,ปงตำ,19.75304,99.14698,1,, Active ,,,,
CMI,CMI6505,เชียงใหม่,ดอยเต่า,ท่าเดื่อ,17.95304,98.68174,1,, Active ,,,,
CMI,CMI6506,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,18.86708,99.12762,1,, Active ,,,,
CMI,CMI6507,เชียงใหม่,ฝาง,สันทราย,19.9024,99.2012,3,, Active , Active , Active ,,
CMI,CMI6508,เชียงใหม่,พร้าว,เวียง,19.36998,99.19712,1,, Active ,,,,
CMI,CMI6509,เชียงใหม่,เมืองเชียงใหม่,ท่าศาลา,18.7776,99.0268,1,, Active ,,,,
CMI,CMI6510,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.8087,98.99239,1,, Active ,,,,
CMI,CMI6513,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,18.79482,99.00249,1,, Active ,,,,
CMI,CMI6515,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,18.78314,98.99709,1,, Active ,,,,
CMI,CMI6516,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,19.6642,99.14395,1,, Active ,,,,
CMI,CMI6517,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,18.7873,99.01493,1,, Active ,,,,
CMI,CMI6518,เชียงใหม่,แม่ริม,ดอนแก้ว,18.8403,98.9563,3,, Active , Active , Active ,,
CMI,CMI6519,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.8348,98.9802,1,, Active ,,,,
CMI,CMI6520,เชียงใหม่,สันทราย,สันพระเนตร,18.8153,99.0369,1,, Active ,,,,
CMI,CMI6521,เชียงใหม่,แม่แตง,ขี้เหล็ก,19.09828,98.93616,1,, Active ,,,,
CMI,CMI6522,เชียงใหม่,แม่ริม,ริมใต้,18.90721,98.94721,1,, Active ,,,,
CMI,CMI6523,เชียงใหม่,แม่วาง,บ้านกาด,18.61881,98.77122,1,, Active ,,,,
CMI,CMI6524,เชียงใหม่,แม่อาย,มะลิกา,20.03796,99.31037,1,, Active ,,,,
CMI,CMI6525,เชียงใหม่,สะเมิง,สะเมิงใต้,18.85082,98.73275,1,, Active ,,,,
CMI,CMI6526,เชียงใหม่,สันกำแพง,สันกำแพง,18.74303,99.11938,1,, Active ,,,,
CMI,CMI6527,เชียงใหม่,สันทราย,สันทรายหลวง,18.85124,99.04106,1,, Active ,,,,
CMI,CMI6528,เชียงใหม่,สันทราย,ป่าไผ่,18.87693,99.05401,1,, Active ,,,,
CMI,CMI6529,เชียงใหม่,สันป่าตอง,ทุ่งต้อม,18.62053,98.89787,1,, Active ,,,,
CMI,CMI6530,เชียงใหม่,หางดง,หางดง,18.67125,98.91554,1,, Active ,,,,
CMI,CMI6531,เชียงใหม่,ฮอด,หางดง,18.19382,98.61041,1,, Active ,,,,
CMI,CMI6532,เชียงใหม่,สารภี,ยางเนิ้ง,18.71367,99.0338,1,, Active ,,,,
CMI,CMI6533,เชียงใหม่,เมืองเชียงใหม่,ศรีภูมิ,18.79348,98.98375,1,, Active ,,,,
CMI,CMI6534,เชียงใหม่,เมืองเชียงใหม่,ฟ้าฮ่าม,18.81227,99.00689,1,, Active ,,,,
CMI,CMI6535,เชียงใหม่,เมืองเชียงใหม่,หนองป่าครั่ง,18.79737,99.02392,1,, Active ,,,,
CMI,CMI6536,เชียงใหม่,เมืองเชียงใหม่,หนองหอย,18.75799,99.00904,1,, Active ,,,,
CMI,CMI6537,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,18.78783,98.96008,1,, Active ,,,,
CMI,CMI6538,เชียงใหม่,หางดง,ขุนคง,18.68866,98.95169,1,, Active ,,,,
CMI,CMI6539,เชียงใหม่,สันทราย,หนองจ๊อม,18.84468,99.01663,1,, Active ,,,,
CMI,CMI6540,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,18.80912,98.91264,1,, Active ,,,,
CMI,CMI6541,เชียงใหม่,แม่อาย,แม่สาว,19.99302,99.25231,1,, Active ,,,,
CMI,CMI6542,เชียงใหม่,เมืองเชียงใหม่,แม่เหียะ,18.74514,98.94261,1,, Active ,,,,
CMI,CMI6543,เชียงใหม่,แม่แตง,อินทขิล,19.17477,98.95041,1,, Active ,,,,
CMI,CMI6544,เชียงใหม่,แม่ริม,ดอนแก้ว,18.87855,98.968,1,, Active ,,,,
CMI,CMI6545,เชียงใหม่,สันกำแพง,ต้นเปา,18.76677,99.08262,1,, Active ,,,,
CMI,CMI6546,เชียงใหม่,สันกำแพง,สันกลาง,18.75961,99.05067,1,, Active ,,,,
CMI,CMI6547,เชียงใหม่,สันทราย,หนองหาร,18.89758,99.00582,3,, Active , Active , Active ,,
CMI,CMI6549,เชียงใหม่,หางดง,สันผักหวาน,18.7197,98.954,4,, Active , Active , Active , Active ,
CMI,CMI6550,เชียงใหม่,ดอยหล่อ,ดอยหล่อ,18.50265,98.82258,1,, Active ,,,,
CMI,CMI6551,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,18.49474,98.36334,1,, Active ,,,,
CMI,CMI6552,เชียงใหม่,เวียงแหง,เมืองแหง,19.55807,98.63991,1,, Active ,,,,
CMI,CMI6553,เชียงใหม่,จอมทอง,สบเตี๊ยะ,18.31053,98.65381,1,, Active ,,,,
CMI,CMI6554,เชียงใหม่,สันป่าตอง,มะขุนหวาน,18.56427,98.88632,1,, Active ,,,,
CMI,CMI6555,เชียงใหม่,ดอยสะเก็ด,ตลาดใหญ่,18.80732,99.11601,1,, Active ,,,,
CMI,CMI6557,เชียงใหม่,แม่วาง,ดอนเปา,18.60859,98.82351,1,, Active ,,,,
CMI,CMI6558,เชียงใหม่,จอมทอง,ข่วงเปา,18.45192,98.74766,1,, Active ,,,,
CMI,CMI6559,เชียงใหม่,สารภี,สารภี,18.6815,99.04164,1,, Active ,,,,
CMI,CMI6560,เชียงใหม่,สารภี,หนองผึ้ง,18.74182,99.01941,1,, Active ,,,,
CMI,CMI6561,เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,18.53689,98.86004,3,, Active , Active , Active ,,
CMI,CMI6562,เชียงใหม่,เวียงแหง,เปียงหลวง,19.64438,98.64017,1,, Active ,,,,
CMI,CMI6563,เชียงใหม่,อมก๋อย,อมก๋อย,17.79718,98.35913,1,, Active ,,,,
CMI,CMI6564,เชียงใหม่,แม่อาย,ท่าตอน,20.05193,99.35531,1,, Active ,,,,
CMI,CMI6565,เชียงใหม่,ฝาง,แม่สูน,19.8296,99.16537,1,, Active ,,,,
CMI,CMI6566,เชียงใหม่,แม่แตง,อินทขิล,19.1507,98.97962,1,, Active ,,,,
CMI,CMI6567,เชียงใหม่,เชียงดาว,เมืองงาย,19.4615,98.95728,1,, Active ,,,,
CMI,CMI6568,เชียงใหม่,แม่แตง,แม่หอพระ,19.11641,99.01381,1,, Active ,,,,
CMI,CMI6569,เชียงใหม่,สันทราย,แม่แฝกใหม่,18.99868,98.97591,4,, Active , Active , Active , Active ,
CMI,CMI6570,เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,19.01558,99.30365,1,, Active ,,,,
CMI,CMI6571,เชียงใหม่,ดอยสะเก็ด,ตลาดขวัญ,18.84665,99.08052,1,, Active ,,,,
CMI,CMI6573,เชียงใหม่,สารภี,ขัวมุง,18.68384,98.99673,1,, Active ,,,,
CMI,CMI6575,เชียงใหม่,ดอยเต่า,บงตัน,18.02427,98.65968,1,, Active ,,,,
CMI,CMI6576,เชียงใหม่,เวียงแหง,เมืองแหง,19.52163,98.72585,1,, Active ,,,,
CMI,CMI6578,เชียงใหม่,เชียงดาว,ปิงโค้ง,19.48349,99.02581,1,, Active ,,,,
CMI,CMI6579,เชียงใหม่,สันกำแพง,ห้วยทราย,18.76322,99.17074,1,, Active ,,,,
CMI,CMI6580,เชียงใหม่,แม่ออน,ทาเหนือ,18.66464,99.29234,1,, Active ,,,,
CMI,CMI6581,เชียงใหม่,แม่อาย,มะลิกา,20.09344,99.28328,1,, Active ,,,,
CMI,CMI6583,เชียงใหม่,จอมทอง,บ้านแปะ,18.1983,98.64661,1,, Active ,,,,
CMI,CMI6584,เชียงใหม่,ดอยสะเก็ด,ป่าป้อง,18.83963,99.14848,1,, Active ,,,,
CMI,CMI6585,เชียงใหม่,เมืองเชียงใหม่,ป่าแดด,18.76568,98.97586,1,, Active ,,,,
CMI,CMI6586,เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,18.91721,99.23613,1,, Active ,,,,
CMI,CMI6587,เชียงใหม่,ฮอด,บ่อหลวง,18.13517,98.37284,1,, Active ,,,,
CMI,CMI6588,เชียงใหม่,แม่แตง,ขี้เหล็ก,19.04741,98.94897,1,, Active ,,,,
CMI,CMI6589,เชียงใหม่,ฮอด,บ้านตาล,18.13287,98.64385,1,, Active ,,,,
CMI,CMI6590,เชียงใหม่,แม่แตง,อินทขิล,19.21683,98.97176,1,, Active ,,,,
CMI,CMI6591,เชียงใหม่,จอมทอง,บ้านแปะ,18.25995,98.62086,1,, Active ,,,,
CMI,CMI6592,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,18.79345,98.95128,1,, Active ,,,,
CMI,CMI6593,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,18.58953,98.48724,1,, Active ,,,,
CMI,CMI6595,เชียงใหม่,สันกำแพง,บวกค้าง,18.71653,99.10758,1,, Active ,,,,
CMI,CMI6597,เชียงใหม่,เวียงแหง,แสนไห,19.60638,98.62295,1,, Active ,,,,
CMI,CMI6598,เชียงใหม่,เชียงดาว,เมืองนะ,19.61697,98.95672,1,, Active ,,,,
CMI,CMI6599,เชียงใหม่,เชียงดาว,แม่นะ,19.30751,98.95738,1,, Active ,,,,
CMI,CMI6602,เชียงใหม่,พร้าว,เขื่อนผาก,19.3312,99.1894,1,, Active ,,,,
CMI,CMI6606,เชียงใหม่,แม่ออน,ออนเหนือ,18.78019,99.25603,1,, Active ,,,,
CMI,CMI6607,เชียงใหม่,เชียงดาว,ทุ่งข้าวพวง,19.51708,98.96088,1,, Active ,,,,
CMI,CMI6608,เชียงใหม่,เชียงดาว,ทุ่งข้าวพวง,19.55646,98.95576,1,, Active ,,,,
CMI,CMI6609,เชียงใหม่,เชียงดาว,เชียงดาว,19.4,98.9703,1,, Active ,,,,
CMI,CMI6612,เชียงใหม่,เชียงดาว,ปิงโค้ง,19.43003,99.08112,1,, Active ,,,,
CMI,CMI6615,เชียงใหม่,แม่ริม,โป่งแยง,18.91193,98.80679,1,, Active ,,,,
CMI,CMI6617,เชียงใหม่,จอมทอง,ดอยแก้ว,18.40187,98.65344,1,, Active ,,,,
CMI,CMI6618,เชียงใหม่,จอมทอง,แม่สอย,18.24711,98.71653,1,, Active ,,,,
CMI,CMI6619,เชียงใหม่,พร้าว,ป่าตุ้ม,19.37977,99.23219,1,, Active ,,,,
CMI,CMI6631,เชียงใหม่,พร้าว,แม่ปั๋ง,19.18979,99.16962,1,, Active ,,,,
CMI,CMI6642,เชียงใหม่,พร้าว,แม่แวน,19.2883,99.18655,1,, Active ,,,,
CMI,CMI6654,เชียงใหม่,สันกำแพง,ห้วยทราย,18.7906,99.17892,3,, Active , Active , Active ,,
CMI,CMI6677,เชียงใหม่,พร้าว,สันทราย,19.51307,99.17272,1,, Active ,,,,
CMI,CMI6701,เชียงใหม่,ดอยหล่อ,สันติสุข,18.53747,98.7981,5,Active, Active , Active , Active ,, Active 
CMI,CMI6702,เชียงใหม่,สารภี,ท่าวังตาล,18.75102,98.99091,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6703,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,18.78,98.97654,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6704,เชียงใหม่,สันกำแพง,สันกำแพง,18.75964,99.13533,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6705,เชียงใหม่,สันป่าตอง,สันกลาง,18.64428,98.87649,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6706,เชียงใหม่,สารภี,ท่ากว้าง,18.65868,98.9984,3,Active, Active ,,,, Active 
CMI,CMI6707,เชียงใหม่,เมืองเชียงใหม่,หนองหอย,18.75413,98.99865,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6708,เชียงใหม่,สารภี,สันทราย,18.6499,98.96585,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6709,เชียงใหม่,แม่แตง,ป่าแป๋,19.12629,98.75098,3,Active, Active ,,,, Active 
CMI,CMI6710,เชียงใหม่,เชียงดาว,ปิงโค้ง,19.45773,98.9922,3,Active, Active ,,,, Active 
CMI,CMI6711,เชียงใหม่,เชียงดาว,ปิงโค้ง,19.57406,99.09037,3,Active, Active ,,,, Active 
CMI,CMI6712,เชียงใหม่,สันทราย,สันทรายน้อย,18.81819,99.01829,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6713,เชียงใหม่,สันกำแพง,สันกำแพง,18.72028,99.07383,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6714,เชียงใหม่,หางดง,หารแก้ว,18.65483,98.90726,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6716,เชียงใหม่,เมืองเชียงใหม่,พระสิงห์,18.78551,98.99105,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6717,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,18.78427,99.00743,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6718,เชียงใหม่,เมืองเชียงใหม่,วัดเกต,18.79651,99.008,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6719,เชียงใหม่,แม่แตง,กื้ดช้าง,19.20591,98.8857,5,Active, Active , Active , Active ,, Active 
CMI,CMI6720,เชียงใหม่,พร้าว,โหล่งขอด,19.118,99.16648,3,Active, Active ,,,, Active 
CMI,CMI6721,เชียงใหม่,แม่อาย,ท่าตอน,20.075,99.4682,5,Active, Active , Active , Active ,, Active 
CMI,CMI6722,เชียงใหม่,เมืองเชียงใหม่,หายยา,18.77676,98.98362,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6723,เชียงใหม่,เชียงดาว,แม่นะ,19.32794,98.95623,5,Active, Active , Active , Active ,, Active 
CMI,CMI6724,เชียงใหม่,แม่แตง,ป่าแป๋,19.16232,98.69085,3,Active, Active ,,,, Active 
CMI,CMI6725,เชียงใหม่,แม่แตง,ป่าแป๋,19.20469,98.67066,3,Active, Active ,,,, Active 
CMI,CMI6726,เชียงใหม่,แม่แตง,ป่าแป๋,19.24311,98.65886,3,Active, Active ,,,, Active 
CMI,CMI6727,เชียงใหม่,แม่ริม,แม่แรม,18.93651,98.8157,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6728,เชียงใหม่,แม่วาง,แม่วิน,18.65977,98.67106,3,Active, Active ,,,, Active 
CMI,CMI6729,เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,19.07603,98.30235,5,Active, Active , Active , Active ,, Active 
CMI,CMI6730,เชียงใหม่,ฮอด,บ้านตาล,18.09912,98.68741,5,Active, Active , Active , Active ,, Active 
CMI,CMI6732,เชียงใหม่,ดอยเต่า,ดอยเต่า,17.8891,98.72958,5,Active, Active , Active , Active ,, Active 
CMI,CMI6733,เชียงใหม่,แม่แจ่ม,แม่นาจร,18.68634,98.37666,3,Active, Active ,,,, Active 
CMI,CMI6734,เชียงใหม่,สะเมิง,แม่สาบ,18.95489,98.68247,3,Active, Active ,,,, Active 
CMI,CMI6736,เชียงใหม่,สารภี,หนองผึ้ง,18.72797,99.01723,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6737,เชียงใหม่,แม่แจ่ม,แม่นาจร,18.7958,98.53815,3,Active, Active ,,,, Active 
CMI,CMI6738,เชียงใหม่,สะเมิง,ยั้งเมิน,18.98611,98.57356,3,Active, Active ,,,, Active 
CMI,CMI6739,เชียงใหม่,สะเมิง,สะเมิงเหนือ,18.96454,98.72513,3,Active, Active ,,,, Active 
CMI,CMI6740,เชียงใหม่,ดอยสะเก็ด,สำราญราษฎร์,18.79404,99.08597,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6741,เชียงใหม่,แม่แตง,กื้ดช้าง,19.21895,98.85075,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6742,เชียงใหม่,สันทราย,สันพระเนตร,18.81984,99.05048,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6743,เชียงใหม่,พร้าว,เขื่อนผาก,19.34261,99.17028,5,Active, Active , Active , Active ,, Active 
CMI,CMI6744,เชียงใหม่,พร้าว,ป่าไหน่,19.41363,99.20593,5,Active, Active , Active , Active ,, Active 
CMI,CMI6745,เชียงใหม่,ฝาง,ม่อนปิ่น,19.94413,99.10621,5,Active, Active , Active , Active ,, Active 
CMI,CMI6746,เชียงใหม่,ฝาง,แม่คะ,19.80629,99.2635,3,Active, Active ,,,, Active 
CMI,CMI6747,เชียงใหม่,ฝาง,แม่ข่า,19.78508,99.16196,5,Active, Active , Active , Active ,, Active 
CMI,CMI6748,เชียงใหม่,พร้าว,บ้านโป่ง,19.38411,99.16471,5,Active, Active , Active , Active ,, Active 
CMI,CMI6749,เชียงใหม่,ดอยสะเก็ด,แม่โป่ง,18.85356,99.1836,5,Active, Active , Active , Active ,, Active 
CMI,CMI6751,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,18.55589,98.4036,3,Active, Active ,,,, Active 
CMI,CMI6752,เชียงใหม่,แม่แจ่ม,กองแขก,18.27657,98.38553,3,Active, Active ,,,, Active 
CMI,CMI6753,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,18.55178,98.47998,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6754,เชียงใหม่,จอมทอง,บ้านหลวง,18.54166,98.59923,3,Active, Active ,,,, Active 
CMI,CMI6755,เชียงใหม่,อมก๋อย,ม่อนจอง,17.39275,98.46078,3,Active, Active ,,,, Active 
CMI,CMI6756,เชียงใหม่,แม่แจ่ม,แม่ศึก,18.79894,98.11092,3,Active, Active ,,,, Active 
CMI,CMI6757,เชียงใหม่,ฮอด,ฮอด,18.0903,98.59966,5,Active, Active , Active , Active ,, Active 
CMI,CMI6759,เชียงใหม่,หางดง,หารแก้ว,18.63001,98.93515,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6760,เชียงใหม่,สะเมิง,สะเมิงใต้,18.85476,98.7884,3,Active, Active ,,,, Active 
CMI,CMI6761,เชียงใหม่,แม่อาย,ท่าตอน,20.09894,99.53349,3,Active, Active ,,,, Active 
CMI,CMI6762,เชียงใหม่,อมก๋อย,อมก๋อย,17.99539,98.34889,3, Active , Active ,,,, Active 
CMI,CMI6763,เชียงใหม่,อมก๋อย,ยางเปียง,17.7789,98.48668,3,Active, Active ,,,, Active 
CMI,CMI6764,เชียงใหม่,แม่แตง,กื้ดช้าง,19.31374,98.60383,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6765,เชียงใหม่,หางดง,น้ำแพร่,18.6789,98.8975,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6766,เชียงใหม่,ดอยสะเก็ด,เทพเสด็จ,18.94535,99.35871,3,Active, Active ,,,, Active 
CMI,CMI6767,เชียงใหม่,ดอยสะเก็ด,เทพเสด็จ,18.92048,99.33171,2,, Active ,,,, Active 
CMI,CMI6768,เชียงใหม่,แม่ริม,ดอนแก้ว,18.86158,98.94946,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6769,เชียงใหม่,แม่แตง,บ้านช้าง,19.14946,98.85683,3,Active, Active ,,,, Active 
CMI,CMI6770,เชียงใหม่,แม่ริม,สันโป่ง,18.93735,98.93745,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6771,เชียงใหม่,ฝาง,ม่อนปิ่น,19.91209,99.17405,5,Active, Active , Active , Active ,, Active 
CMI,CMI6772,เชียงใหม่,เชียงดาว,ปิงโค้ง,19.43105,98.98037,3,Active, Active ,,,, Active 
CMI,CMI6773,เชียงใหม่,แม่ออน,แม่ทา,18.60242,99.27368,3,Active, Active ,,,, Active 
CMI,CMI6774,เชียงใหม่,เชียงดาว,เมืองนะ,19.73399,98.89898,3,Active, Active ,,,, Active 
CMI,CMI6775,เชียงใหม่,หางดง,น้ำแพร่,18.70835,98.90245,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6776,เชียงใหม่,พร้าว,โหล่งขอด,19.08042,99.15265,3,Active, Active ,,,, Active 
CMI,CMI6777,เชียงใหม่,แม่แตง,เมืองก๋าย,19.17251,98.77613,3,Active, Active ,,,, Active 
CMI,CMI6778,เชียงใหม่,เชียงดาว,แม่นะ,19.29454,98.99719,3,Active, Active ,,,, Active 
CMI,CMI6779,เชียงใหม่,จอมทอง,บ้านหลวง,18.5435,98.51677,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6780,เชียงใหม่,จอมทอง,บ้านแปะ,18.32208,98.47471,3,Active, Active ,,,, Active 
CMI,CMI6782,เชียงใหม่,เวียงแหง,เปียงหลวง,19.70751,98.62808,5,Active, Active , Active , Active ,, Active 
CMI,CMI6783,เชียงใหม่,ฝาง,ม่อนปิ่น,19.92696,99.04517,5,Active, Active , Active , Active ,, Active 
CMI,CMI6784,เชียงใหม่,แม่อาย,ท่าตอน,20.05708,99.40918,6,Active, Active , Active , Active , Active , Active 
CMI,CMI6785,เชียงราย,เมืองเชียงราย,ห้วยชมภู,20.03655,99.47552,3,Active, Active ,,,, Active 
CMI,CMI6786,เชียงใหม่,แม่อาย,สันต้นหมื้อ,19.94451,99.27402,5,Active, Active , Active , Active ,, Active 
CMI,CMI6787,เชียงใหม่,ฝาง,แม่คะ,19.86879,99.21258,5,Active, Active , Active , Active ,, Active 
CMI,CMI6788,เชียงใหม่,ฝาง,เวียง,19.94218,99.19322,3,Active, Active ,,,, Active 
CMI,CMI6789,เชียงใหม่,ฝาง,แม่คะ,19.81757,99.22005,5,Active, Active , Active , Active ,, Active 
CMI,CMI6790,เชียงใหม่,ไชยปราการ,แม่ทะลบ,19.73464,99.1754,5, Active , Active , Active , Active ,, Active 
CMI,CMI6791,เชียงใหม่,ฝาง,แม่ข่า,19.77734,99.12767,5,Active, Active , Active , Active ,, Active 
CMI,CMI6792,เชียงใหม่,เชียงดาว,เมืองนะ,19.71685,98.95147,3,Active, Active ,,,, Active 
CMI,CMI6793,เชียงใหม่,เชียงดาว,เมืองนะ,19.58737,98.93909,3,Active, Active ,,,, Active 
CMI,CMI6794,เชียงใหม่,พร้าว,ป่าตุ้ม,19.34637,99.21277,5,Active, Active , Active , Active ,, Active 
CMI,CMI6795,เชียงใหม่,แม่แตง,แม่หอพระ,19.09837,99.08157,3,Active, Active ,,,, Active 
CMI,CMI6796,เชียงใหม่,แม่อาย,แม่นาวาง,20.01461,99.35462,3,Active, Active ,,,, Active 
CMI,CMI6797,เชียงใหม่,เชียงดาว,เชียงดาว,19.38636,98.93104,5,Active, Active , Active , Active ,, Active 
CMI,CMI6799,เชียงใหม่,แม่วาง,แม่วิน,18.67207,98.64261,3,Active, Active ,,,, Active 
CMI,CMI6800,เชียงใหม่,ดอยเต่า,บ้านแอ่น,18.05996,98.62844,5,Active, Active , Active , Active ,, Active 
CMI,CMI6801,เชียงใหม่,ฮอด,นาคอเรือ,18.05885,98.56159,3,Active, Active ,,,, Active 
