LPG,LPG6550,ลำปาง,เกาะคา,วังพร้าว,18.1518,99.40287,1,, Active ,,,,
LPG,LPG6551,ลำปาง,เมืองปาน,บ้านขอ,18.64378,99.48801,1,, Active ,,,,
LPG,LPG6552,ลำปาง,แม่เมาะ,บ้านดง,18.50497,99.81285,1,, Active ,,,,
LPG,LPG6553,ลำปาง,งาว,บ้านร้อง,18.99145,99.79714,1,, Active ,,,,
LPG,LPG6554,ลำปาง,เถิน,แม่ปะ,17.67544,99.3075,1,, Active ,,,,
LPG,LPG6555,ลำปาง,เสริมงาม,ทุ่งงาม,18.09525,99.27171,1,, Active ,,,,
LPG,LPG6556,ลำปาง,เถิน,นาโป่ง,17.65805,99.15232,1,, Active ,,,,
LPG,LPG6557,ลำปาง,เถิน,เวียงมอก,17.47066,99.35579,1,, Active ,,,,
LPG,LPG6558,ลำปาง,แม่ทะ,น้ำโจ้,18.14605,99.43784,1,, Active ,,,,
LPG,LPG6562,ลำปาง,เสริมงาม,เสริมซ้าย,18.021,99.144,1,, Active ,,,,
LPG,LPG6563,ลำปาง,แม่พริก,แม่ปุ,17.5122,99.13493,1,, Active ,,,,
LPG,LPG6570,ลำปาง,แม่พริก,แม่พริก,17.52847,98.98803,1,, Active ,,,,
LPG,LPG6702,ลำปาง,แม่ทะ,ป่าตัน,18.12386,99.48511,5,Active, Active , Active , Active ,, Active 
LPG,LPG6703,ลำปาง,เกาะคา,นาแก้ว,18.07799,99.32229,3,Active, Active ,,,, Active 
LPG,LPG6705,ลำปาง,เมืองลำปาง,พระบาท,18.26681,99.51767,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6706,ลำปาง,แม่พริก,แม่พริก,17.4683,99.09187,3,Active, Active ,,,, Active 
LPG,LPG6707,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.28735,99.46179,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6709,ลำปาง,เมืองปาน,ทุ่งกว๋าว,18.57898,99.47198,5,Active, Active , Active , Active ,, Active 
LPG,LPG6711,ลำปาง,เมืองลำปาง,พิชัย,18.31872,99.5282,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6712,ลำปาง,เถิน,แม่ถอด,17.68575,99.18031,3,Active, Active ,,,, Active 
LPG,LPG6713,ลำปาง,เสริมงาม,เสริมขวา,18.16682,99.17625,3,Active, Active ,,,, Active 
LPG,LPG6714,ลำปาง,เมืองลำปาง,บ้านค่า,18.49169,99.42223,3,Active, Active ,,,, Active 
LPG,LPG6720,ลำปาง,งาว,บ้านแหง,18.76209,100.00831,3,Active, Active ,,,, Active 
LPG,LPG6721,ลำปาง,งาว,บ้านอ้อน,18.76116,99.92444,3,Active, Active ,,,, Active 
LPG,LPG6722,ลำปาง,แจ้ห่ม,แม่สุก,18.79766,99.57647,5,Active, Active , Active , Active ,, Active 
LPG,LPG6723,ลำปาง,วังเหนือ,ทุ่งฮั้ว,19.20609,99.61834,3,Active, Active ,,,, Active 
LPG,LPG6724,ลำปาง,วังเหนือ,ร่องเคาะ,19.04513,99.62629,5,Active, Active , Active , Active ,, Active 
LPG,LPG6725,ลำปาง,วังเหนือ,ร่องเคาะ,18.98394,99.61334,5,Active, Active , Active , Active ,, Active 
LPG,LPG6726,ลำปาง,แจ้ห่ม,ปงดอน,18.75503,99.6153,3,Active, Active ,,,, Active 
LPG,LPG6727,ลำปาง,ห้างฉัตร,เวียงตาล,18.35588,99.24618,3,Active, Active ,,,, Active 
LPG,LPG6728,ลำปาง,แม่เมาะ,สบป้าด,18.2612,99.76675,3,Active, Active ,,,, Active 
LPG,LPG6729,ลำปาง,เถิน,แม่มอก,17.58749,99.3306,1,, Active ,,,,
LPG,LPG6730,ลำปาง,แม่ทะ,สันดอนแก้ว,18.00801,99.48268,3,Active, Active ,,,, Active 
LPG,LPG6731,ลำปาง,เสริมงาม,เสริมขวา,18.10834,99.20666,3,Active, Active ,,,, Active 
LPG,LPG6732,ลำปาง,เถิน,แม่มอก,17.63835,99.37849,3,Active, Active ,,,, Active 
LPG,LPG6734,ลำปาง,เถิน,นาโป่ง,17.58386,99.12112,3,Active, Active ,,,, Active 
LPG,LPG6735,ลำปาง,เถิน,เถินบุรี,17.55557,99.18991,3,Active, Active ,,,, Active 
LPG,LPG6736,ลำปาง,แม่เมาะ,แม่เมาะ,18.31145,99.73985,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6737,ลำปาง,งาว,บ้านโป่ง,18.71498,99.95729,5,Active, Active , Active , Active ,, Active 
LPG,LPG6738,ลำปาง,วังเหนือ,วังซ้าย,19.1749,99.65822,3,Active, Active ,,,, Active 
LPG,LPG6739,ลำปาง,วังเหนือ,วังใต้,19.09487,99.61511,5,Active, Active , Active , Active ,, Active 
LPG,LPG6740,ลำปาง,วังเหนือ,วังทอง,19.03224,99.70715,3,Active, Active ,,,, Active 
LPG,LPG6741,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,18.92686,99.6586,3,Active, Active ,,,, Active 
LPG,LPG6742,ลำปาง,วังเหนือ,ร่องเคาะ,18.92846,99.60828,3,Active, Active ,,,, Active 
LPG,LPG6743,ลำปาง,เถิน,เวียงมอก,17.32411,99.44684,3,Active, Active ,,,, Active 
LPG,LPG6744,ลำปาง,เกาะคา,ใหม่พัฒนา,18.25482,99.33099,5,Active, Active , Active , Active ,, Active 
LPG,LPG6745,ลำปาง,ห้างฉัตร,วอแก้ว,18.39933,99.35503,3,Active, Active ,,,, Active 
LPG,LPG6746,ลำปาง,เถิน,นาโป่ง,17.6446,99.16043,3,Active, Active ,,,, Active 
LPG,LPG6747,ลำปาง,วังเหนือ,วังทอง,19.12888,99.67257,3,Active, Active ,,,, Active 
LPG,LPG6748,ลำปาง,แจ้ห่ม,เมืองมาย,18.6623,99.70381,3,Active, Active ,,,, Active 
LPG,LPG6749,ลำปาง,งาว,นาแก,18.84327,99.86389,3,Active, Active ,,,, Active 
LPG,LPG6750,ลำปาง,แจ้ห่ม,เมืองมาย,18.61363,99.62769,3,Active, Active ,,,, Active 
LPG,LPG6751,ลำปาง,สบปราบ,นายาง,17.92432,99.29281,3,Active, Active ,,,, Active 
LPG,LPG6752,ลำปาง,งาว,นาแก,18.80545,99.91454,3,Active, Active ,,,, Active 
LPG,LPG6753,ลำปาง,เมืองลำปาง,บ้านแลง,18.45629,99.63074,3,Active, Active ,,,, Active 
LPG,LPG6754,ลำปาง,แม่ทะ,หัวเสือ,18.15691,99.65728,3,Active, Active ,,,, Active 
LPG,LPG6755,ลำปาง,แจ้ห่ม,บ้านสา,18.57642,99.56488,3,Active, Active ,,,, Active 
LPG,LPG6757,ลำปาง,เมืองปาน,บ้านขอ,18.6949,99.48225,3,Active, Active ,,,, Active 
LPG,LPG6758,ลำปาง,แม่เมาะ,สบป้าด,18.2596,99.71082,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6759,ลำปาง,แม่ทะ,หัวเสือ,18.13847,99.68871,3,Active, Active ,,,, Active 
LPG,LPG6760,ลำปาง,เถิน,เวียงมอก,17.42952,99.36149,3,Active, Active ,,,, Active 
LPG,LPG6761,ลำปาง,แม่ทะ,สันดอนแก้ว,17.97497,99.44918,3,Active, Active ,,,, Active 
LPG,LPG6762,ลำปาง,เมืองลำปาง,บ้านค่า,18.48031,99.47074,5,Active, Active , Active , Active ,, Active 
LPG,LPG6763,ลำปาง,เมืองปาน,แจ้ซ้อน,18.83666,99.46928,3,Active, Active ,,,, Active 
LPG,LPG6764,ลำปาง,แจ้ห่ม,วิเชตนคร,18.68127,99.548,3,Active, Active ,,,, Active 
LPG,LPG6765,ลำปาง,วังเหนือ,วังทอง,19.11597,99.69801,3,Active, Active ,,,, Active 
LPG,LPG6766,ลำปาง,วังเหนือ,ทุ่งฮั้ว,19.2482,99.64092,3,Active, Active ,,,, Active 
LPG,LPG6767,ลำปาง,วังเหนือ,วังแก้ว,19.29139,99.63026,3,Active, Active ,,,, Active 
LPG,LPG6768,ลำปาง,แม่เมาะ,นาสัก,18.32156,99.85438,3,Active, Active ,,,, Active 
LPG,LPG6769,ลำปาง,แม่เมาะ,นาสัก,18.34737,99.85747,3,Active, Active ,,,, Active 
LPG,LPG6770,ลำปาง,แม่เมาะ,นาสัก,18.38175,99.84056,3,Active, Active ,,,, Active 
LPG,LPG6772,ลำปาง,เมืองลำปาง,พระบาท,18.24064,99.51162,3,Active, Active ,,,, Active 
LPG,LPG6773,ลำปาง,สบปราบ,สมัย,17.88495,99.3867,5,Active, Active , Active , Active ,, Active 
LPG,LPG6774,ลำปาง,วังเหนือ,วังทอง,19.06207,99.75004,3,Active, Active ,,,, Active 
LPG,LPG6775,ลำปาง,แม่เมาะ,จางเหนือ,18.49217,99.96889,3,Active, Active ,,,, Active 
LPG,LPG6776,ลำปาง,งาว,แม่ตีบ,18.55301,100.01039,3,Active, Active ,,,, Active 
LPG,LPG6777,ลำปาง,เมืองปาน,หัวเมือง,18.97196,99.52119,3,Active, Active ,,,, Active 
LPG,LPG6778,ลำปาง,เมืองปาน,หัวเมือง,18.90769,99.52609,3,Active, Active ,,,, Active 
LPG,LPG6779,ลำปาง,เมืองปาน,แจ้ซ้อน,18.82964,99.38524,3,Active, Active ,,,, Active 
LPG,LPG6780,ลำปาง,แม่เมาะ,จางเหนือ,18.45549,99.94792,3,Active, Active ,,,, Active 
LPG,LPG6782,ลำปาง,เสริมงาม,เสริมซ้าย,18.00183,99.19099,5,Active, Active , Active , Active ,, Active 
LPG,LPG6783,ลำปาง,เสริมงาม,เสริมซ้าย,17.93327,99.14899,3,Active, Active ,,,, Active 
LPG,LPG6784,ลำปาง,เถิน,แม่วะ,17.48156,99.19557,3,Active, Active ,,,, Active 
LPG,LPG6785,ลำปาง,เถิน,เวียงมอก,17.38573,99.30676,3,Active, Active ,,,, Active 
LPG,LPG6786,ลำปาง,เถิน,แม่ปะ,17.7073,99.36802,3,Active, Active ,,,, Active 
LPG,LPG6787,ลำปาง,เถิน,แม่มอก,17.5396,99.33549,3,Active, Active ,,,, Active 
LPG,LPG6788,ลำปาง,เกาะคา,ไหล่หิน,18.22076,99.31913,3,Active, Active ,,,, Active 
LPG,LPG6789,ลำปาง,เสริมงาม,เสริมกลาง,18.06402,99.15529,3,Active, Active ,,,, Active 
LPG,LPG6801,ลำปาง,ห้างฉัตร,เวียงตาล,18.36834,99.29867,3,Active, Active ,,,, Active 
LPG,LPG6802,ลำปาง,แม่ทะ,บ้านบอม,18.06615,99.50148,3,Active, Active ,,,, Active 
LPG,LPG6832,ลำปาง,เถิน,แม่ถอด,17.75455,99.22832,3,Active, Active ,,,, Active 
LPG,LPG6833,ลำปาง,สบปราบ,นายาง,17.86896,99.3033,3,Active, Active ,,,, Active 
LPG,LPG6834,ลำปาง,เมืองลำปาง,บ้านเสด็จ,18.42309,99.68402,3,Active, Active ,,,, Active 
LPG,LPG6835,ลำปาง,ห้างฉัตร,เวียงตาล,18.3179,99.32822,3,Active, Active ,,,, Active 
LPG,LPG6838,ลำพูน,แม่ทา,ทาสบเส้า,18.42666,99.20842,3,Active, Active ,,,, Active 
LPG,LPG6844,ลำปาง,แม่เมาะ,แม่เมาะ,18.30212,99.73986,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6845,ลำปาง,แม่เมาะ,แม่เมาะ,18.29744,99.67462,3,Active, Active ,,,, Active 
LPG,LPG6847,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.28885,99.48593,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6855,ลำปาง,แม่พริก,ผาปัง,17.57163,99.09438,3,Active, Active ,,,, Active 
LPG,LPG6856,ลำปาง,เกาะคา,นาแส่ง,18.01132,99.35559,3,Active, Active ,,,, Active 
LPG,LPG6864,ลำปาง,เกาะคา,ลำปางหลวง,18.21728,99.38982,1,, Active ,,,,
LPG,LPG6870,ลำปาง,เมืองลำปาง,สวนดอก,18.28818,99.49027,6,Active, Active , Active , Active , Active , Active 
LPG,LPG6876,ลำปาง,แจ้ห่ม,แม่สุก,18.8532,99.56216,3,Active, Active ,,,, Active 
LPG,LPG6886,ลำปาง,แม่เมาะ,นาสัก,18.27896,99.78634,3,Active, Active ,,,, Active 
LPG,LPG6897,ลำปาง,เถิน,แม่ปะ,17.69517,99.34446,4,Active, Active ,, Active ,, Active 
LPG,LPG6902,ลำปาง,เมืองลำปาง,พระบาท,18.25592,99.5446,1,, Active ,,,,
LPG,LPG6903,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.28127,99.48096,3,Active, Active ,,,, Active 
LPG,LPG7002,ลำปาง,เมืองลำปาง,เวียงเหนือ,18.29439,99.50142,5,Active,, Active , Active , Active , Active 
LPG,LPG7003,ลำปาง,เมืองลำปาง,สวนดอก,18.28441,99.49634,6,Active, Active , Active , Active , Active , Active 
LPG,LPG7004,ลำปาง,เมืองลำปาง,หัวเวียง,18.29348,99.5125,3,,, Active , Active , Active ,
LPG,LPG7005,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.28595,99.47698,3,,, Active , Active , Active ,
LPG,LPG7006,ลำปาง,เมืองลำปาง,สวนดอก,18.28919,99.49567,3,,, Active , Active , Active ,
LPG,LPG7100,ลำปาง,แม่เมาะ,แม่เมาะ,18.273,99.68454,2,,, Active , Active ,,
LPG,LPG7108,ลำปาง,แม่เมาะ,บ้านดง,18.56453,99.7534,2,, Active ,,,, Active 
LPG,LPG7109,ลำปาง,แม่ทะ,บ้านกิ่ว,18.03802,99.54804,3,Active, Active ,,,, Active 
LPG,LPG7110,ลำปาง,แม่ทะ,หัวเสือ,18.18359,99.70725,3,Active, Active ,,,, Active 
LPG,LPG7111,ลำปาง,แม่เมาะ,จางเหนือ,18.35793,99.89321,2,Active,,,,, Active 
LPG,LPG7112,ลำปาง,เถิน,แม่ปะ,17.63268,99.26876,2,Active,,,,, Active 
LPG,LPG7113,ลำปาง,แจ้ห่ม,แม่สุก,18.85685,99.59722,2,Active,,,,, Active 
LPG,LPG7114,ลำปาง,เมืองปาน,แจ้ซ้อน,18.85832,99.50299,2,Active,,,,, Active 
LPG,LPG7115,ลำปาง,เมืองลำปาง,บ้านแลง,18.4535,99.67069,2,Active,,,,, Active 
LPG,LPG7116,ลำปาง,เมืองปาน,แจ้ซ้อน,18.919,99.42567,2,Active,,,,, Active 
LPG,LPG7117,ลำปาง,เมืองปาน,แจ้ซ้อน,18.93042,99.41166,3,Active, Active ,,,, Active 
LPG,LPG7128,ลำปาง,แม่เมาะ,สบป้าด,18.2559,99.63843,2,,, Active , Active ,,
LPG,LPG7130,ลำปาง,เกาะคา,ไหล่หิน,18.20904,99.35279,4,Active,, Active , Active ,, Active 
LPG,LPG7132,ลำปาง,เมืองปาน,หัวเมือง,18.92771,99.52359,2,Active,,,,, Active 
LPG,LPG7133,ลำปาง,เมืองปาน,หัวเมือง,19.00542,99.51633,2,Active,,,,, Active 
LPG,LPG7134,ลำปาง,วังเหนือ,วังใต้,19.07725,99.60219,2,Active,,,,, Active 
LPG,LPG7135,ลำปาง,วังเหนือ,วังทรายคำ,19.06517,99.64536,2,Active,,,,, Active 
LPG,LPG7136,ลำปาง,วังเหนือ,วังเหนือ,19.17149,99.61992,2,Active,,,,, Active 
LPG,LPG7137,ลำปาง,เสริมงาม,เสริมขวา,18.18393,99.19372,2,Active,,,,, Active 
LPG,LPG7138,ลำปาง,วังเหนือ,วังแก้ว,19.34036,99.6162,3,Active, Active ,,,, Active 
LPG,LPG7139,ลำปาง,แม่ทะ,แม่ทะ,18.15571,99.58494,2,Active,,,,, Active 
LPG,LPG7141,ลำปาง,เมืองลำปาง,บ้านแลง,18.56105,99.67211,2,Active,,,,, Active 
LPG,LPG7142,ลำปาง,เมืองลำปาง,บ้านแลง,18.58077,99.69193,3,Active, Active ,,,, Active 
LPG,LPG7143,ลำปาง,แม่ทะ,สันดอนแก้ว,17.99972,99.51365,2,Active,,,,, Active 
LPG,LPG7144,ลำปาง,งาว,บ้านร้อง,18.96558,99.91965,2,Active,,,,, Active 
LPG,LPG7145,ลำปาง,เมืองลำปาง,บ้านเอื้อม,18.43503,99.40801,2,Active,,,,, Active 
LPG,LPG7146,ลำปาง,เมืองลำปาง,นิคมพัฒนา,18.45601,99.53898,3,Active, Active ,,,, Active 
LPG,LPG7147,ลำปาง,เมืองปาน,บ้านขอ,18.74184,99.47826,2,Active,,,,, Active 
LPG,LPG7148,ลำปาง,งาว,บ้านแหง,18.74886,100.02728,3, Active , Active ,,,, Active 
LPG,LPG7149,ลำปาง,งาว,บ้านโป่ง,18.7251,99.9727,3,Active, Active ,,,, Active 
LPG,LPG7150,ลำปาง,เถิน,ล้อมแรด,17.60659,99.19147,2,Active,,,,, Active 
LPG,LPG7154,ลำปาง,แจ้ห่ม,ปงดอน,18.81498,99.74371,3,Active, Active ,,,, Active 
LPG,LPG7159,ลำปาง,งาว,ปงเตา,18.87974,99.81318,3,Active, Active ,,,, Active 
LPG,LPG7161,ลำปาง,งาว,บ้านร้อง,18.9692,99.80821,3,Active, Active ,,,, Active 
LPG,LPG7166,ลำปาง,เถิน,แม่ถอด,17.73144,99.20074,2, Active ,,,,, Active 
LPG,LPG7167,ลำปาง,เสริมงาม,เสริมขวา,18.13184,99.1835,2,Active,,,,, Active 
LPG,LPG7168,ลำปาง,ห้างฉัตร,แม่สัน,18.28852,99.26234,2,Active,,,,, Active 
LPG,LPG7169,ลำปาง,แม่เมาะ,บ้านดง,18.38376,99.7441,2,Active,,,,, Active 
LPG,LPG7171,ลำปาง,เกาะคา,ลำปางหลวง,18.26495,99.3832,5,Active, Active , Active , Active ,, Active 
LPG,LPG7172,ลำปาง,แม่พริก,พระบาทวังตวง,17.37137,99.11479,2,Active,,,,, Active 
LPG,LPG7173,ลำปาง,เกาะคา,นาแส่ง,18.01254,99.3286,5,Active, Active , Active , Active ,, Active 
LPG,LPG7174,ลำปาง,เสริมงาม,เสริมกลาง,18.14565,99.10647,3,Active, Active ,,,, Active 
LPG,LPG7175,ลำปาง,แจ้ห่ม,เมืองมาย,18.6229,99.77644,2,Active,,,,, Active 
LPG,LPG7176,ลำปาง,เกาะคา,นาแก้ว,18.15903,99.3709,2,Active,,,,, Active 
LPG,LPG7179,ลำปาง,เถิน,นาโป่ง,17.61106,99.14341,2,Active,,,,, Active 
LPG,LPG7180,ลำปาง,แม่ทะ,น้ำโจ้,18.15908,99.45425,2,Active,,,,, Active 
LPG,LPG7182,ลำปาง,เมืองลำปาง,นิคมพัฒนา,18.40182,99.56204,3,Active, Active ,,,, Active 
LPG,LPG7183,ลำปาง,ห้างฉัตร,ห้างฉัตร,18.37358,99.32384,2,Active,,,,, Active 
LPG,LPG7202,ลำปาง,เมืองปาน,หัวเมือง,18.95005,99.52424,2,Active,,,,, Active 
LPG,LPG7203,ลำปาง,เมืองลำปาง,สวนดอก,18.28211,99.48855,5,Active,, Active , Active , Active , Active 
LPG,LPG7204,ลำปาง,เกาะคา,ท่าผา,18.17011,99.3876,2,Active,,,,, Active 
LPG,LPG7205,ลำปาง,เกาะคา,ท่าผา,18.16015,99.38013,2,Active,,,,, Active 
LPG,LPG7207,ลำปาง,เมืองลำปาง,พระบาท,18.23411,99.56059,2,Active,,,,, Active 
LPG,LPG7210,ลำปาง,เมืองลำปาง,บ้านเสด็จ,18.39483,99.62968,2,Active,,,,, Active 
LPG,LPG7211,ลำปาง,เสริมงาม,ทุ่งงาม,18.05059,99.23167,2,Active,,,,, Active 
LPG,LPG7212,ลำปาง,เมืองปาน,บ้านขอ,18.64378,99.48801,2,Active,,,,, Active 
LPG,LPG7213,ลำปาง,เถิน,แม่ปะ,17.67544,99.3075,2, Active ,,,,, Active 
LPG,LPG7214,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,18.8631,99.72821,2,, Active ,,,, Active 
LPG,LPG7215,ลำปาง,แจ้ห่ม,ปงดอน,18.80832,99.79224,3, Active , Active ,,,, Active 
LPG,LPG7218,ลำปาง,เมืองลำปาง,ต้นธงชัย,18.3275,99.50704,3,Active, Active ,,,, Active 
LPG,LPG7219,ลำปาง,แจ้ห่ม,แจ้ห่ม,18.72835,99.58471,3,Active, Active ,,,, Active 
LPG,LPG7222,ลำปาง,แจ้ห่ม,เมืองมาย,18.61546,99.67351,3,Active, Active ,,,, Active 
LPG,LPG7227,ลำปาง,งาว,บ้านร้อง,18.91815,99.8802,3,Active, Active ,,,, Active 
LPG,LPG7230,ลำปาง,งาว,บ้านโป่ง,18.71618,99.81535,3,Active, Active ,,,, Active 
LPG,LPG7231,ลำปาง,งาว,บ้านอ้อน,18.74465,99.81527,3,Active, Active ,,,, Active 
LPG,LPG7232,ลำปาง,งาว,บ้านอ้อน,18.74947,99.80651,3,Active, Active ,,,, Active 
LPG,LPG7240,ลำปาง,แม่ทะ,แม่ทะ,18.15856,99.53994,2,Active,,,,, Active 
LPG,LPG7400,ลำปาง,เมืองลำปาง,พระบาท,18.27739,99.50303,5, Active ,, Active , Active , Active , Active 
LPG,LPG7403,ลำปาง,เมืองลำปาง,ชมพู,18.23657,99.43614,2,,, Active , Active ,,
LPG,LPG7404,ลำปาง,แม่ทะ,สันดอนแก้ว,17.96087,99.44431,2,,, Active , Active ,,
LPG,LPG7604,ลำปาง,สบปราบ,สบปราบ,17.90983,99.34125,3,Active, Active ,,,, Active 
LPG,LPG7606,ลำปาง,เมืองลำปาง,ปงแสนทอง,18.27632,99.46089,3,,, Active , Active , Active ,
LPG,LPG7609,ลำปาง,สบปราบ,สบปราบ,17.86673,99.33129,3,Active, Active ,,,, Active 
LPG,LPG7610,ลำปาง,สบปราบ,สบปราบ,17.87708,99.34808,3,Active, Active ,,,, Active 
LPG,LPG7611,ลำปาง,เมืองลำปาง,เวียงเหนือ,18.29445,99.49617,3,,, Active , Active , Active ,
LPG,LPG7614,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.30541,99.46051,3,,, Active , Active , Active ,
LPG,LPG7615,ลำปาง,แม่ทะ,ป่าตัน,18.11026,99.49647,2,,, Active , Active ,,
LPG,LPG7616,ลำปาง,เมืองลำปาง,ปงแสนทอง,18.2893,99.44572,2,,, Active , Active ,,
LPG,LPG7618,ลำปาง,เมืองลำปาง,เวียงเหนือ,18.30428,99.50872,3,,, Active , Active , Active ,
LPG,LPG7621,ลำปาง,แม่เมาะ,แม่เมาะ,18.25636,99.65703,3,Active, Active ,,,,Active
LPG,LPG7622,ลำปาง,แม่ทะ,หัวเสือ,18.22233,99.6714,3,Active, Active ,,,, Active 
LPG,LPG7624,ลำปาง,เสริมงาม,เสริมกลาง,18.02828,99.22653,3,Active, Active ,,,, Active 
LPG,LPG7626,ลำปาง,แม่เมาะ,แม่เมาะ,18.2897,99.66267,3,,, Active , Active , Active ,
LPG,LPG7627,ลำปาง,แม่เมาะ,บ้านดง,18.41948,99.72355,3,Active, Active ,,,, Active 
LPG,LPG7629,ลำปาง,แม่เมาะ,นาสัก,18.31454,99.87754,3, Active , Active ,,,, Active 
LPG,LPG7632,ลำปาง,แม่พริก,พระบาทวังตวง,17.41582,99.14912,3,Active, Active ,,,, Active 
LPG,LPG7634,ลำปาง,เกาะคา,วังพร้าว,18.14445,99.41611,2,,, Active , Active ,,
LPG,LPG7635,ลำปาง,แม่ทะ,ดอนไฟ,18.08209,99.65671,3,Active, Active ,,,, Active 
LPG,LPG7636,ลำปาง,เมืองปาน,ทุ่งกว๋าว,18.56095,99.45766,3,Active, Active ,,,, Active 
LPG,LPG7637,ลำปาง,ห้างฉัตร,เวียงตาล,18.32691,99.34457,3,,, Active , Active , Active ,
LPG,LPG7639,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.28734,99.48258,2,,, Active , Active ,,
LPG,LPG7640,ลำปาง,เมืองลำปาง,หัวเวียง,18.28858,99.501411,3,,, Active , Active , Active ,
LPG,LPG7741,ลำปาง,เมืองลำปาง,สวนดอก,18.28206,99.49475,6, Active , Active , Active , Active , Active , Active 
LPG,LPG8030,ลำปาง,แม่ทะ,แม่ทะ,18.17353,99.54775,5,Active, Active , Active , Active ,, Active 
LPG,LPG8031,ลำปาง,เกาะคา,ไหล่หิน,18.2087,99.35075,1,, Active ,,,,
LPG,LPG8034,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.309,99.4951,6,Active, Active , Active , Active , Active , Active 
LPG,LPG8200,ลำปาง,เมืองลำปาง,สวนดอก,18.28206,99.49475,3,,, Active , Active , Active ,
LPG,LPG8201,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.2766,99.4815,2,,, Active , Active ,,
LPG,LPG8503,ลำปาง,เมืองลำปาง,พระบาท,18.27618,99.49876,3,,, Active , Active , Active ,
LPG,LPG8507,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.3003,99.48926,3,,, Active , Active , Active ,
LPG,LPG8508,ลำปาง,เมืองลำปาง,สบตุ๋ย,18.28,99.47987,3,Active, Active ,,,, Active 
LPG,LPG8510,ลำปาง,เมืองลำปาง,สวนดอก,18.28441,99.48515,6,Active, Active , Active , Active , Active , Active 
LPG,LPG8515,ลำปาง,เมืองลำปาง,กล้วยแพะ,18.21207,99.49352,3,,, Active , Active , Active ,
LPG,LPG8516,ลำปาง,เมืองลำปาง,กล้วยแพะ,18.20067,99.49059,5,Active, Active , Active , Active ,, Active 
LPG,LPG8518,ลำปาง,เมืองลำปาง,ชมพู,18.26727,99.46596,2,Active,,,,, Active 
LPG,LPG8519,ลำปาง,เมืองลำปาง,ชมพู,18.24833,99.44734,4,Active,, Active , Active ,, Active 
LPG,LPG8524,ลำปาง,เกาะคา,วังพร้าว,18.17159,99.41111,5,Active, Active , Active , Active ,, Active 
LPG,LPG8525,ลำปาง,เกาะคา,ลำปางหลวง,18.22099,99.38789,5,Active,, Active , Active , Active , Active 
LPG,LPG8526,ลำปาง,เกาะคา,ลำปางหลวง,18.24614,99.38445,3,,, Active , Active , Active ,
LPG,LPG8528,ลำปาง,เมืองลำปาง,ทุ่งฝาย,18.36071,99.5526,5,Active, Active , Active , Active ,, Active 
LPG,LPG8530,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.31519,99.44766,3,,, Active , Active , Active ,
LPG,LPG8531,ลำปาง,ห้างฉัตร,หนองหล่ม,18.33135,99.41264,4,Active,, Active , Active ,, Active 
LPG,LPG8532,ลำปาง,ห้างฉัตร,ปงยางคก,18.2869,99.37204,4,Active,, Active , Active ,, Active 
LPG,LPG8533,ลำปาง,ห้างฉัตร,ห้างฉัตร,18.31577,99.38649,6,Active, Active , Active , Active , Active , Active 
LPG,LPG8534,ลำปาง,เมืองลำปาง,ปงแสนทอง,18.26918,99.42194,3,,, Active , Active , Active ,
LPG,LPG8535,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,18.3161,99.488,3,,, Active , Active , Active ,
LPG,LPG8540,ลำปาง,เมืองลำปาง,บ้านเป้า,18.33454,99.46066,3,,, Active , Active , Active ,
LPG,LPG8541,ลำปาง,เมืองลำปาง,พิชัย,18.31978,99.55239,3,Active, Active ,,,, Active 
LPG,LPG8545,ลำปาง,เมืองลำปาง,ต้นธงชัย,18.37683,99.51695,4,Active,, Active , Active ,, Active 
LPG,LPG8546,ลำปาง,แจ้ห่ม,วิเชตนคร,18.75675,99.56831,5,Active, Active , Active , Active ,, Active 
LPG,LPG8547,ลำปาง,เมืองปาน,เมืองปาน,18.78174,99.50414,3,Active, Active ,,,, Active 
LPG,LPG8550,ลำปาง,เมืองลำปาง,พระบาท,18.27775,99.48664,6,Active, Active , Active , Active , Active , Active 
LPG,LPG8551,ลำปาง,เมืองลำปาง,พระบาท,18.25224,99.49746,6,Active, Active , Active , Active , Active , Active 
LPG,LPG8552,ลำปาง,เมืองลำปาง,ชมพู,18.23491,99.49339,6,Active, Active , Active , Active , Active , Active 
